Stop_Code_LBSL,Stop_Name,Location_Easting,Location_Northing,Point_Letter,Road_Name,Borough,Borough_ID,Suggested_Locality,Locality_ID
17951,St Aubyn'S School,539704,191267,R,Woodford New Road,Redbridge,14,,
17982,Trowbridge Estate,536845,185037,Q,Eastway,Hackney,4,,
17985,Ruckholt Road Bridge,537426,185657,T,Eastway,Hackney,4,,
17986,Spitalfields Market,537610,185885,K,Ruckholt Road,Waltham Forest,13,,
17987,Spitalfields Market,537615,185932,U,Ruckholt Road,Waltham Forest,13,,
18012,Banister House,535631,185044,A,Homerton High Street,Hackney,4,,
18018,Wick Lane,536915,184066,OE,Jodrell Road,Tower Hamlets,5,,
18020,Old Ford Road,536880,183679,OB,Parnell Road,Tower Hamlets,5,,
18073,Christie Road,536063,184607,G,Cassland Road,Hackney,4,,
18084,Birch Walk,550625,178148,,Fraser Road,Bexley,18,,
18085,Birch Walk,550699,178087,,Fraser Road,Bexley,18,,
18099,Dury Road,524663,197530,,Hadley Green,Barnet,30,,
18100,Dury Road,524653,197544,,Hadley Green,Barnet,30,,
18121,Belmont Avenue,527673,195646,,Cat Hill,Barnet,30,,
18125,Uxbridge Road,517736,167994,L,Portsmouth Road,Kingston upon Thames,23,,
18126,Uxbridge Road,517713,168053,M,Uxbridge Road,Kingston upon Thames,23,,
18127,St Leonard'S Road,517574,167760,,Portsmouth Road,Kingston upon Thames,23,,
18128,Cleaveland Road,517608,167804,,Portsmouth Road,Kingston upon Thames,23,,
18194,Farwig Lane,539833,169950,,London Road,Bromley,19,,
18200,Bromley Bus Garage,542348,166108,BP,Hastings Road,Bromley,19,,
18201,Bromley Bus Garage,542389,166060,BN,Hastings Road,Bromley,19,,
18207,Bolton'S Lane,508089,176948,BK,Bath Road,Hillingdon,26,,
18208,Nene Road,507890,176931,BM,Bath Road,Hillingdon,26,,
18211,Crown Close,502180,177319,,Colnbrook High Street,,,,
18212,Crown Close,502052,177449,,London Road,,,,
18235,Milton Crescent,544055,188223,ER,Eastern Avenue,Redbridge,14,,
18236,Denham Drive,544073,188245,EE,Eastern Avenue,Redbridge,14,,
18240,Bawdsey Avenue,546157,189112,,Eastern Avenue,Redbridge,14,,
18256,Brooklands Gardens,553392,188559,AD,Slewins Lane,Havering,15,,
18282,Pettits Lane,551146,190336,,Eastern Avenue East,Havering,15,,
18285,Ashmour Gardens,550927,190131,NK,Eastern Avenue East,Havering,15,,
18290,Oldchurch Rise,551007,187967,HC,Oldchurch Road,Havering,15,,
18291,Oldchurch Rise,551056,187998,HB,Oldchurch Road,Havering,15,,
18292,Crow Lane,550874,187792,G,Dagenham Road,Havering,15,,
18293,Crow Lane,550840,187834,F,Dagenham Road,Havering,15,,
18296,Bull Lane,549738,186547,,Rainham Road North,Barking and Dagenham,16,,
18297,Bull Lane,549708,186550,,Rainham Road North,Barking and Dagenham,16,,
18298,Woodshire Road,549834,186217,,Rainham Road North,Barking and Dagenham,16,,
18316,York Road,550906,184192,A,Dagenham Road,Havering,15,,
18317,York Road,550901,184173,N,Dagenham Road,Havering,15,,
18329,North Circular Road,543669,182621,H,Newham Way,Newham,17,,
18340,Renwick Road,547057,183631,K,Ripple Road,Barking and Dagenham,16,,
18341,Dagenham Leisure Park,548113,183581,N,Ripple Road,Barking and Dagenham,16,,
18342,Dagenham Leisure Park,548190,183534,F,Ripple Road,Barking and Dagenham,16,,
18347,Clayton Road,550207,187204,L,Rush Green Road,Havering,15,,
18348,Clayton Road,550162,187200,B,Rush Green Road,Havering,15,,
18355,Hainault Road,550291,190093,ND,Collier Row Lane,Havering,15,,
18356,Hainault Road,550195,190173,NP,Collier Row Lane,Havering,15,,
18391,Rippleside Cemetery,545989,183923,F,Ripple Road,Barking and Dagenham,16,,
18392,Rippleside Cemetery,546015,183868,T,Ripple Road,Barking and Dagenham,16,,
18411,Argyle Gardens,556684,186714,H,St Mary'S Lane,Havering,15,,
18427,Abbs Cross Academy,553066,186166,,Elm Park Avenue,Havering,15,,
18459,Durham Road,513927,188517,NH,Pinner Road,Harrow,29,,
18489,Cranham Road,552799,188481,AK,Brentwood Road,Havering,15,,
18490,Cranham Road,552836,188507,AL,Brentwood Road,Havering,15,,
18500,Hardley Crescent,553626,189436,,Squirrels Heath Lane,Havering,15,,
18534,Hall View,541736,172544,,Grove Park Road,Bromley,19,,
18545,Collingwood Road / Oldfields Road,524989,165249,,Collingwood Road,Sutton,21,,
18546,Collingwood Road / Oldfields Road,524973,165281,,Collingwood Road,Sutton,21,,
18547,Stayton Road,525101,165563,SD,Oldfields Road,Sutton,21,,
18548,Stayton Road,525126,165567,SC,Oldfields Road,Sutton,21,,
18553,Wandle Road,527122,167689,,Bishopsford Road,Merton,22,,
18562,Rosehill Park West,525931,166086,RW,Rose Hill,Sutton,21,,
18563,Rosehill Park West,525923,165989,RU,Rose Hill,Sutton,21,,
18565,Cranleigh Gardens,525867,165632,Q,Rose Hill,Sutton,21,,
18597,Highdown Lane,525883,161654,,Sutton Lane,,,,
18598,Highdown Lane,525898,161618,,Sutton Lane,,,,
18599,Banstead Downs,525847,161203,,Sutton Lane,,,,
18600,Banstead Downs,525836,161233,,Sutton Lane,,,,
18601,Grange Gardens,525764,160835,,Sutton Lane,,,,
18602,Grange Gardens,525807,160721,,Sutton Lane,,,,
18603,Croydon Lane,525914,160248,,Sutton Lane,,,,
18604,Croydon Lane,525932,160236,,Sutton Lane,,,,
18605,Banstead / The Woolpack,525814,159918,,Banstead High Street,,,,
18606,Banstead / The Woolpack,525770,159878,,Banstead High Street,,,,
18607,Banstead / Marks & Spencer,525241,159645,,Banstead High Street,,,,
18608,Banstead / Marks & Spencer,525284,159646,,Banstead High Street,,,,
18666,Chelsea Fields,526972,169634,,Western Road,Merton,22,,
18667,Chelsea Fields,527024,169624,,Western Road,Merton,22,,
18669,Runnymede,526770,169827,H,Christchurch Road,Merton,22,,
18688,Raynes Park High School,522477,168598,U,Bushey Road,Merton,22,,
18690,Shannon Corner / Beverley Way,522364,168356,H,Beverley Way,Merton,22,,
18695,Manor Drive North,520618,166993,MR,Malden Way,Kingston upon Thames,23,,
18696,Elmbridge Avenue / Southwood Drive,520431,166881,,Kingston By-Pass,Kingston upon Thames,23,,
18719,Beverley Way / Golf Range,522392,168653,J,Beverley Way,Merton,22,,
18722,Colliers Wood United Football Club,521660,170479,,Robin Hood Way (Kingston By Pass),Kingston upon Thames,23,,
18723,Grasmere Avenue,521255,171744,L,Robin Hood Way (Kingston By Pass),Kingston upon Thames,23,,
18724,Grasmere Avenue,521276,171826,V,Robin Hood Way (Kingston By Pass),Kingston upon Thames,23,,
18735,Albemarle,523567,173024,PX,Wimbledon Park Side,Wandsworth,10,,
18738,Leas Green,545632,170844,HL,Perry Street,Bromley,19,,
18739,Leas Green,545686,170889,HK,Perry Street,Bromley,19,,
18760,Erwood Road,542397,178231,A,Little Heath,Greenwich,6,,
18762,Cemetery Lane,542212,177975,B,Little Heath,Greenwich,6,,
18763,Cemetery Lane,542173,177940,D,Little Heath,Greenwich,6,,
18764,Charlton Park Road,541755,177866,Q,Charlton Park Road,Greenwich,6,,
18765,Charlton Park Road,541838,177873,C,Charlton Park Road,Greenwich,6,,
18770,Maze Hill,539683,176992,Q,Prince Charles Road,Greenwich,6,,
18771,Maze Hill,539670,176930,P,Prince Charles Road,Greenwich,6,,
18772,The Clarendon Hotel,539640,176367,H,Prince Charles Road,Lewisham,7,,
18773,The Clarendon Hotel,539649,176388,J,Prince Charles Road,Lewisham,7,,
18782,Beckenham Hill Station #,538120,171307,SB,Beckenham Hill Road,Lewisham,7,,
18783,Beckenham Hill Station #,538084,171246,SE,Beckenham Hill Road,Lewisham,7,,
18784,Highland Croft,537715,170978,SA,Beckenham Hill Road,Lewisham,7,,
18785,Highland Croft,537692,170940,SF,Beckenham Hill Road,Lewisham,7,,
18786,Stumps Hill Lane,537565,170696,U,Southend Road,Bromley,19,,
18787,Stumps Hill Lane,537540,170652,T,Southend Road,Bromley,19,,
18799,Arena Tram Stop >T<,535384,167438,LB,Long Lane,Croydon,20,,
18801,Longhurst Road,535066,167154,,Long Lane,Croydon,20,,
18802,Longhurst Road,535177,167257,,Long Lane,Croydon,20,,
18808,Shirley Clinic,534984,166182,K,Shirley Road,Croydon,20,,
18813,West Hill,533423,163202,,Selsdon Road,Croydon,20,,
18814,West Hill,533379,163208,,Selsdon Road,Croydon,20,,
18815,Elmfield Way,533697,162973,,Upper Selsdon Road,Croydon,20,,
18816,Elmfield Way,533590,163051,,Upper Selsdon Road,Croydon,20,,
18817,Arundel Avenue,534615,162402,,Upper Selsdon Road,Croydon,20,,
18818,Arundel Avenue,534588,162422,,Upper Selsdon Road,Croydon,20,,
18832,Warspite Road,542178,179037,U,Woolwich Church Street,Greenwich,6,,
18843,Greenwich Park,539210,176787,S,Charlton Way,Greenwich,6,,
18845,Lewisham Road,538038,176728,J,Blackheath Hill,Greenwich,6,,
18847,Glenfield Road,525520,159759,E,Banstead High Street,,,,
18848,Glenfield Road,525591,159779,,Banstead High Street,,,,
18852,Carleton Road,529444,185492,TE,Brecknock Road,Camden,2,,
18853,Carleton Road,529480,185466,TD,Brecknock Road,Camden,2,,
18854,Hilldrop Road,529665,185284,W,Brecknock Road,Camden,2,,
18855,Hilldrop Road,529636,185320,J,Brecknock Road,Islington,3,,
18866,King'S Cross Station <> # / York Way,530316,183045,G,York Way,Camden,2,,
18904,Wharton Close,521446,184987,,Neasden Lane,Brent,28,,
18906,Neasden Station <>,521447,185333,BB,Neasden Lane,Brent,28,,
18907,Neasden Station <>,521445,185395,AA,Neasden Lane,Brent,28,,
18908,Prout Grove,521412,185566,CC,Neasden Lane,Brent,28,,
18909,Prout Grove,521433,185628,DD,Neasden Lane,Brent,28,,
18920,Norwich Road,549457,183029,FX,Kent Avenue,Barking and Dagenham,16,,
18921,Norwich Road,549455,183064,FZ,Kent Avenue,Barking and Dagenham,16,,
18922,Sidcup Hill / Cray Road,547327,171001,FU,Sidcup Hill,Bexley,18,,
18923,Rectory Lane,547405,170967,FC,Foots Cray High Street,Bexley,18,,
18933,Wendover Way,546244,174892,P,Westwood Lane,Bexley,18,,
18934,Wendover Way,546220,174911,N,Westwood Lane,Bexley,18,,
18958,Willett Way,545393,167205,N,Chislehurst Road,Bromley,19,,
18962,Birchwood Road,545391,168143,E,Chislehurst Road,Bromley,19,,
18964,St Pauls Cray Road / Leesons Hill,545225,169105,DA,St Paul'S Cray Road,Bromley,19,,
18965,St Pauls Cray Road / Leesons Hill,545272,169041,DB,St Paul'S Cray Road,Bromley,19,,
18967,Manor Park Road,544843,169774,,St Paul'S Cray Road,Bromley,19,,
18984,Halons Road,543444,173999,FB,Footscray Road,Greenwich,6,,
18986,Crittall'S Corner,547066,170459,FR,Cray Road,Bexley,18,,
18987,Crittall'S Corner,547067,170493,FS,Cray Road,Bexley,18,,
19004,Sevenoaks Road / Tower Road,545957,165227,N,Sevenoaks Road,Bromley,19,,
19005,Sevenoaks Road / Tower Road,545988,165296,D,Sevenoaks Road,Bromley,19,,
19006,Sevenoaks Road / Cloonmore Avenue,545704,164758,K,Sevenoaks Road,Bromley,19,,
19007,Sevenoaks Road / Orpington Hospital,545824,164936,E,Sevenoaks Road,Bromley,19,,
19020,Crystal Palace Parade / Fountain Drive,533924,171340,T,Crystal Palace Parade,Bromley,19,,
19038,Hilda Vale Road,543404,164638,R,Farnborough Common,Bromley,19,,
19043,Merton Park Tram Stop >T<,525100,169999,MA,Hartfield Road,Merton,22,,
19055,Avondale Road,525615,171405,HR,Gap Road,Merton,22,,
19057,Plough Lane,525872,171480,HQ,Durnsford Road,Merton,22,,
19058,Pitt Crescent,525705,171767,HH,Durnsford Road,Merton,22,,
19059,Pitt Crescent,525755,171733,HP,Durnsford Road,Merton,22,,
19060,Wimbledon Park / Arthur Road,525484,172186,H,Durnsford Road,Merton,22,,
19067,Southfields Academy,525354,173186,P,Merton Road,Wandsworth,10,,
19082,Edge Hill,523658,170495,K,Ridgway,Merton,22,,
19083,Edge Hill,523586,170450,L,Ridgway,Merton,22,,
19103,St James Church,524383,168680,G,Martin Way,Merton,22,,
19104,St James Church,524409,168685,K,Martin Way,Merton,22,,
19105,Ashridge Way,524670,168599,F,Martin Way,Merton,22,,
19106,Ashridge Way,524624,168617,L,Martin Way,Merton,22,,
19111,St Helier Hospital,526491,166203,HA,Wrythe Lane,Sutton,21,,
19112,St Helier Hospital,526573,166176,HB,Wrythe Lane,Sutton,21,,
19117,Poulton Avenue,527136,165307,P,Wrythe Lane,Sutton,21,,
19143,Sunnyfield,521728,192813,,Lawrence Street,Barnet,30,,
19144,Sunnyfield,521753,192824,,Lawrence Street,Barnet,30,,
19145,Holcombe Hill,522135,193275,,Lawrence Street,Barnet,30,,
19146,Holcombe Hill,522095,193310,,Highwood Hill,Barnet,30,,
19149,Hendon Wood Lane,522247,193885,,Totteridge Common,Barnet,30,,
19150,Hendon Wood Lane,522156,193847,,Highwood Hill,Barnet,30,,
19151,West End House,522613,193895,,Totteridge Common,Barnet,30,,
19152,West End House,522647,193898,,Totteridge Common,Barnet,30,,
19153,St Edward'S College,522841,193959,,Totteridge Common,Barnet,30,,
19154,St Edward'S College,522865,193957,,Totteridge Common,Barnet,30,,
19155,Ellern Mede,523107,194046,,Totteridge Common,Barnet,30,,
19156,Ellern Mede,523267,194084,,Totteridge Common,Barnet,30,,
19159,Horseshoe Lane,523787,194278,,Totteridge Common,Barnet,30,,
19160,Horseshoe Lane,523759,194257,,Totteridge Common,Barnet,30,,
19173,Longland Drive,525849,194013,,Totteridge Lane,Barnet,30,,
19174,Longland Drive,525862,194000,,Totteridge Lane,Barnet,30,,
19175,Totteridge & Whetstone Station <>,526202,193942,A,Totteridge Lane,Barnet,30,,
19176,Totteridge & Whetstone Station <>,526111,193933,B,Totteridge Lane,Barnet,30,,
19208,Scots Close,505917,173030,,Town Lane,,,,
19209,Scots Close,505858,173118,,Town Lane,,,,
19215,Stirling Corner / Barnet Road,520969,195158,G,Barnet Road,Barnet,30,,
19216,Stirling Corner / Barnet Road,521035,195115,E,Barnet Road,Barnet,30,,
19224,Priory Drive,515947,193460,,The Common,Harrow,29,,
19225,Priory Drive,515884,193484,,The Common,Harrow,29,,
19226,Heathbourne Road,515508,193671,,The Common,Harrow,29,,
19227,Heathbourne Road,515459,193677,,The Common,Harrow,29,,
19228,Common Road,515206,193832,,Bushey Heath High Road,,,,
19229,Common Road,515176,193837,,Bushey Heath High Road,,,,
19263,Monkfrith Way,528708,194984,Q,Chase Side,Enfield,32,,
19265,Barton Avenue,549976,187140,M,Rush Green Road,Havering,15,,
19266,Barton Avenue,549923,187137,A,Rush Green Road,Havering,15,,
19272,Court Bushes Road,534411,157419,,Godstone Road,,,,
19273,Well Farm Road,534294,157575,,Godstone Road,,,,
19278,Coombehurst Close,527813,197189,,Cockfosters Road,Enfield,32,,
19279,Coombehurst Close,527781,197273,,Cockfosters Road,Enfield,32,,
19283,Priestley Gardens,546488,188226,,Barley Lane,Redbridge,14,,
19284,Priestley Gardens,546488,188148,,Barley Lane,Redbridge,14,,
19293,Levett Gardens,546251,186183,UW,Goodmayes Lane,Redbridge,14,,
19294,Levett Gardens,546285,186122,UY,Goodmayes Lane,Redbridge,14,,
19296,Maplestead Road,546478,183792,M,Lodge Avenue,Barking and Dagenham,16,,
19297,Stamford Road,546543,183969,H,Lodge Avenue,Barking and Dagenham,16,,
19298,Woodward Road,546599,184138,L,Lodge Avenue,Barking and Dagenham,16,,
19299,Campsey Road,546672,184219,K,Woodward Road,Barking and Dagenham,16,,
19309,Valence Avenue / Green Lane,547741,187003,F,Valence Avenue,Barking and Dagenham,16,,
19310,Green Lane,547720,186945,B,Valence Avenue,Barking and Dagenham,16,,
19312,Mayfield Road,547706,187176,C,Valence Avenue,Barking and Dagenham,16,,
19321,River Road Business Park,545463,182703,,River Road,Barking and Dagenham,16,,
19322,Thames Road,545421,182804,,River Road,Barking and Dagenham,16,,
19324,River Road / Longreach Road,545546,182397,,River Road,Barking and Dagenham,16,,
19342,Crest Road,539603,166558,A,Pickhurst Lane,Bromley,19,,
19352,Orchard Way,514187,163996,,Milbourne Lane,,,,
19353,Orchard Way,514234,163990,,Milbourne Lane,,,,
19354,Arbrook Lane,514610,164100,,Milbourne Lane,,,,
19355,Arbrook Lane,514626,164090,,Milbourne Lane,,,,
19357,Loseberry Road,515031,163963,,Hare Lane,,,,
19358,Loseberry Road,514974,163947,,Hare Lane,,,,
19359,The Parade / Claygate Station #,515245,163761,,Hare Lane,,,,
19360,The Parade / Claygate Station #,515272,163691,,Hare Lane,,,,
19361,St Leonard'S Road,515758,163669,,St Leonard'S Road,,,,
19362,Red Lane,515920,163729,,St Leonard'S Road,,,,
19363,Claygate Village Hall,515713,163570,,Church Road,,,,
19366,Malden Rushett / Shy Horse,517105,161127,,Leatherhead Road,Kingston upon Thames,23,,
19367,Malden Rushett / Shy Horse,517114,161194,,Leatherhead Road,Kingston upon Thames,23,,
19376,Hampton Court Station #,515262,168291,L,Creek Road,,,,
19378,Arnison Road,515014,168128,,Bridge Road,,,,
19379,Arnison Road,515051,168192,,Bridge Road,,,,
19380,Manor Road,514462,168112,,Walton Road,,,,
19381,Manor Road,514549,168078,,Walton Road,,,,
19382,Spreighton Road,513794,168312,,Walton Road,,,,
19383,Spreighton Road,513894,168286,,Walton Road,,,,
19384,Faraday Road,513262,168319,,Walton Road,,,,
19385,Faraday Road,513180,168320,,Walton Road,,,,
19386,First Avenue,512931,168258,,Walton Road,,,,
19387,First Avenue,512795,168213,,Walton Road,,,,
19400,Hamilton Road,510056,171666,,Sunbury Road,Hounslow,25,,
19402,Kinross Drive,509873,171227,,Groveley Road,,,,
19403,Kings Avenue,509900,171100,,Vicarage Road,,,,
19404,Beechwood Avenue,509984,170836,,Vicarage Road,,,,
19405,Beechwood Avenue,509984,170768,,Vicarage Road,,,,
19406,Wolsey Road,510008,170452,,Vicarage Road,,,,
19407,Wolsey Road,509997,170506,,Vicarage Road,,,,
19480,Esher Road,514955,167989,,Bridge Road,,,,
19487,National Physical Laboratory,515241,171082,K,Hampton Road,Richmond upon Thames,24,,
19488,National Physical Laboratory,515094,171119,,Hampton Road,Richmond upon Thames,24,,
19500,Queens Road,513484,171738,P,Uxbridge Road,Richmond upon Thames,24,,
19548,Kingston University,520439,171449,C,Kingston Hill,Kingston upon Thames,23,,
19555,West Lodge,522130,172770,PU,Roehampton Vale,Wandsworth,10,,
19556,Wanborough Drive,522748,173387,RS,Roehampton Lane,Wandsworth,10,,
19559,Dover Park Drive,522740,173981,J,Putney Heath,Wandsworth,10,,
19560,Dover Park Drive,522822,174019,H,Putney Heath,Wandsworth,10,,
19562,Exeter House,523164,174106,E,Putney Heath,Wandsworth,10,,
19571,Paddock Gates,516550,168922,,Hampton Court Road,Richmond upon Thames,24,,
19574,Park House,516129,168841,,Hampton Court Road,Richmond upon Thames,24,,
19575,Park House,516225,168846,,Hampton Court Road,Richmond upon Thames,24,,
19577,Hampton Court Gardens,515678,168821,B,Hampton Court Road,Richmond upon Thames,24,,
19578,Hampton Court Palace,515493,168742,C,Hampton Court Road,Richmond upon Thames,24,,
19579,Hampton Court Green / Cardinal Wolsey,515351,168718,E,Hampton Court Road,Richmond upon Thames,24,,
19580,Hampton Court Green / Cardinal Wolsey,515323,168761,D,Hampton Court Road,Richmond upon Thames,24,,
19581,Hampton Lodge,515185,168861,,Hampton Court Road,Richmond upon Thames,24,,
19583,St Alban'S Riverside,514705,169208,,Hampton Court Road,Richmond upon Thames,24,,
19584,St Alban'S Riverside,514839,169128,,Hampton Court Road,Richmond upon Thames,24,,
19585,Garrick Villa,514366,169379,S,Hampton Court Road,Richmond upon Thames,24,,
19586,St Albans Lodge,514474,169339,,Hampton Court Road,Richmond upon Thames,24,,
19587,Garrick Villa,514222,169447,P,Hampton Court Road,Richmond upon Thames,24,,
19603,Onslow Gardens,528477,188888,C,Muswell Hill Road,Haringey,31,,
19604,Onslow Gardens,528507,188823,B,Muswell Hill Road,Haringey,31,,
19611,The Ridgeway,527466,192708,,Friern Barnet Lane,Barnet,30,,
19614,Lawrence Campe Close,526745,193432,,Friern Barnet Lane,Barnet,30,,
19621,Vanbrugh Park / Beaconsfield Road,539953,177223,BX,Vanbrugh Park,Greenwich,6,,
19622,Vanbrugh Park / Beaconsfield Road,539994,177274,BU,Vanbrugh Park,Greenwich,6,,
19631,Long Lane / Kipling Road,548358,176916,,Long Lane,Bexley,18,,
19632,Long Lane / Kipling Road,548381,176903,,Long Lane,Bexley,18,,
19638,Marischal Road,538659,175423,W,Lee High Road,Lewisham,7,,
19651,Courtlands Avenue,540618,174734,EB,Eltham Road,Greenwich,6,,
19652,Courtlands Avenue,540571,174731,WT,Eltham Road,Greenwich,6,,
19653,Eltham Road / Kidbrooke Park Road,540822,174672,WS,Eltham Road,Greenwich,6,,
19654,Sutcliffe Park,541183,174616,ED,Eltham Road,Greenwich,6,,
19655,Cedarhurst Drive,541116,174608,WR,Eltham Road,Greenwich,6,,
19674,Hillside Nursery,549485,169969,,Maidstone Road,Bexley,18,,
19675,Hillside Nursery,549413,169980,,Maidstone Road,Bexley,18,,
19682,Eaglesfield Road,543824,176441,SL,Shooters Hill,Greenwich,6,,
19683,Eaglesfield Road,543883,176442,SF,Shooters Hill,Greenwich,6,,
19684,Memorial Hospital,543506,176517,SM,Shooters Hill,Greenwich,6,,
19685,Memorial Hospital,543568,176515,SE,Shooters Hill,Greenwich,6,,
19686,Red Lion Lane,543134,176611,SN,Shooters Hill,Greenwich,6,,
19687,Red Lion Lane,543042,176641,SD,Shooters Hill,Greenwich,6,,
19689,Shooters Hill Road / Baker Road,542432,176799,SB,Shooters Hill Road,Greenwich,6,,
19690,Charlton Park Lane,541634,176994,,Shooters Hill Road,Greenwich,6,,
19691,Charlton Park Lane,541662,176999,,Shooters Hill Road,Greenwich,6,,
19694,Shooters Hill Road / Stratheden Road,540219,176919,P,Shooters Hill Road,Greenwich,6,,
19707,Treewall Gardens,540684,171567,P,Burnt Ash Lane,Bromley,19,,
19718,Birch Tree Way,534745,165793,E,Addiscombe Road,Croydon,20,,
19744,Bird In Hand Lane,541931,169177,L,Bickley Road,Bromley,19,,
19745,Bird In Hand Lane,541964,169171,K,Bickley Road,Bromley,19,,
19747,Plaistow Lane,541623,169374,V,Widmore Road,Bromley,19,,
19759,Bromley Road / Scotts Lane,538727,169420,L,Bromley Road,Bromley,19,,
19760,Ashmere Avenue,538583,169405,M,Bromley Road,Bromley,19,,
19763,Westgate Road,537933,169431,A,Bromley Road,Bromley,19,,
19764,Westgate Road,537892,169422,K,Bromley Road,Bromley,19,,
19782,Chancery Lane,537844,169361,L,Wickham Road,Bromley,19,,
19783,Chancery Lane,537825,169268,M,Wickham Road,Bromley,19,,
19788,Oaks Road,535649,164901,R,Upper Shirley Road,Croydon,20,,
19789,Oaks Road,535651,164838,Q,Upper Shirley Road,Croydon,20,,
19790,Pine Coombe,535733,164602,S,Shirley Hills Road,Croydon,20,,
19791,Pine Coombe,535714,164620,N,Shirley Hills Road,Croydon,20,,
19792,Coombe Lane Tram Stop >T<,535493,164037,B,Shirley Hills Road,Croydon,20,,
19793,Coombe Lane Tram Stop >T<,535478,164049,A,Shirley Hills Road,Croydon,20,,
19808,Manor Way,533951,163837,,Croham Valley Road,Croydon,20,,
19809,Manor Way,533990,163833,,Croham Valley Road,Croydon,20,,
19810,Ballards Way,534286,163630,,Croham Valley Road,Croydon,20,,
19811,Ballards Way,534318,163609,,Croham Valley Road,Croydon,20,,
19813,Littleheath Road,534558,163084,,Farley Road,Croydon,20,,
19866,Hall View,541675,172513,,Grove Park Road,Bromley,19,,
19870,Kilnwood Lane,550942,192406,,Orange Tree Hill,Havering,15,,
19871,Kilnwood Lane,550953,192401,,Orange Tree Hill,Havering,15,,
19878,Liberty Cottages,551521,193856,,North Road,Havering,15,,
19879,Liberty Cottages,551469,193802,,North Road,Havering,15,,
19967,Mortlake Bus Station,521008,175773,R,Avondale Road,Richmond upon Thames,24,,
19968,Oxleas Wood,544513,176287,SK,Shooters Hill,Greenwich,6,,
19969,Oxleas Wood,544486,176304,SG,Shooters Hill,Greenwich,6,,
19972,Pole Hill Road,538139,194479,U,Kings Head Hill,Waltham Forest,13,,
19973,Pole Hill Road,538064,194518,W,Kings Head Hill,Waltham Forest,13,,
19974,Hawksmouth,537898,194623,D,Kings Head Hill,Waltham Forest,13,,
19975,Hawksmouth,537874,194673,C,Kings Head Hill,Waltham Forest,13,,
19976,Kings Head Hill / Sewardstone Road,537644,194869,E,Kings Head Hill,Waltham Forest,13,,
19977,Kings Head Hill / Sewardstone Road,537655,194885,B,Kings Head Hill,Waltham Forest,13,,
20043,Inca Drive,543466,173766,FC,Footscray Road,Greenwich,6,,
20045,Yardley Lane,537668,195539,,Sewardstone Road,Waltham Forest,13,,
20046,Hawkwood Crescent,537709,195448,,Sewardstone Road,Waltham Forest,13,,
20096,Barwell Business Park,517617,162929,W,Leatherhead Road,Kingston upon Thames,23,,
20097,Barwell Business Park,517617,162985,U,Leatherhead Road,Kingston upon Thames,23,,
20101,The Squirrels,538782,175634,E,Belmont Hill,Lewisham,7,,
20102,The Squirrels,538735,175654,F,Belmont Hill,Lewisham,7,,
20103,Huntley Way,522150,169331,,Beverley Way (Kingston By Pass),Merton,22,,
20134,Eltham Road / Westhorne Avenue,541444,174615,WP,Eltham Road,Greenwich,6,,
20140,Old Palace Of John Whitgift School,533693,164000,,Croham Road,Croydon,20,,
20141,Old Palace Of John Whitgift School,533785,163973,,Croham Road,Croydon,20,,
20146,Hillside Avenue,527847,191879,FE,Colney Hatch Lane,Barnet,30,,
20159,St David'S Close,537975,166717,EM,Beckenham Road,Bromley,19,,
20166,Bourne Court,534090,155623,,Croydon Road,,,,
20169,Glebe Cottages,548542,170471,,Maidstone Road,Bexley,18,,
20170,Glebe Cottages,548484,170490,,Maidstone Road,Bexley,18,,
20171,Old Maidstone Road,549054,170166,,Maidstone Road,Bexley,18,,
20172,Old Maidstone Road,548955,170209,M,Maidstone Road,Bexley,18,,
20185,Ridge Langley / East Arm,534412,162593,,Upper Selsdon Road,Croydon,20,,
20195,Shaftesbury Road,526856,166717,L,Middleton Road,Sutton,21,,
20196,Shaftesbury Road,526798,166779,A,Middleton Road,Sutton,21,,
20206,Hillside Road,534066,158061,,Godstone Road,,,,
20207,Hillside Road,534095,158030,,Godstone Road,,,,
20220,Wiltshire Lane,510413,189058,A,Joel Street,Hillingdon,26,,
20221,The Woodman,510394,189022,Y,Joel Street,Hillingdon,26,,
20222,Middleton Drive,510272,189585,,Joel Street,Hillingdon,26,,
20223,Middleton Drive,510266,189645,,Joel Street,Hillingdon,26,,
20229,Norwich Road,510229,189772,,Joel Street,Hillingdon,26,,
20250,Wharf Road,536572,195456,PH,Lea Valley Road,Enfield,32,,
20251,Wharf Road,536512,195487,PJ,Lea Valley Road,Enfield,32,,
20253,King George Sailing Club,537337,195028,F,Lea Valley Road,Enfield,32,,
20257,Mayfield Road,535692,197061,B,Green Street,Enfield,32,,
20258,Brimsdown Station #,536260,197037,D,Green Street,Enfield,32,,
20277,Hadley Way,531593,195215,C,Green Dragon Lane,Enfield,32,,
20302,Ordnance Road / Mollison Avenue,537004,198734,,Ordnance Road,Enfield,32,,
20303,Mollison Avenue,536813,198757,,Ordnance Road,Enfield,32,,
20320,Middleton Avenue,547186,171115,,Sidcup Hill,Bexley,18,,
20344,Whalebone Lane North,548123,191468,,Romford Road,Redbridge,14,,
20345,Romford Road,548207,191334,,Whalebone Lane North,Redbridge,14,,
20346,Hainault Forest Golf Club,547854,191753,,Romford Road,Redbridge,14,,
20347,Hainault Forest Golf Club,547914,191735,,Romford Road,Redbridge,14,,
